Application,Stars,URL,Confirmed,Codeql,FP Reason,Types,,Input,,,Status,Comment
,,,,,,Get,Set,,Remote,Local,,
DynamicRouting,377,https://github.com/Megvii-BaseDetection/DynamicRouting,N/A,Y,,Attr,Attr,,,,,,Yes
DynamicRouting,377,https://github.com/Megvii-BaseDetection/DynamicRouting,N/A,Y,,Attr,Attr,,,,,,Yes
mako,377,https://github.com/sqlalchemy/mako,N/A,Y,,Attr,Attr,,import_django,,,,Yes
ChatFred,377,https://github.com/chrislemke/ChatFred,N,Y,setting is operated on the attribute of self obj,,,,,,,,
text2cinemagraph,376,https://github.com/text2cinemagraph/text2cinemagraph,N/A,Y,,Attr,Attr,,,,,,Yes
sparsezoo,375,https://github.com/neuralmagic/sparsezoo,N,Y,"type checking before setAttr, need to be BaseModel.",N,N,,,,,,
VisionLLaMA,374,https://github.com/Meituan-AutoML/VisionLLaMA,N/A,Y,,Attr,Attr,,,,,,Yes
VisionLLaMA,374,https://github.com/Meituan-AutoML/VisionLLaMA,N/A,Y,,Attr,Attr,,,,,,Yes
graphql-core-legacy,373,https://github.com/graphql-python/graphql-core-legacy,N,Y,key and value are not from function arguments.,N,N,,,,,,
graphql-core-legacy,373,https://github.com/graphql-python/graphql-core-legacy,N,Y,"visitor, false positive",,,,,,,,
AgentPilot,365,https://github.com/jbexta/AgentPilot,N/A,Y,,Attr,Attr,,import_fastapi|import_aiohttp|import_starlette|.get/.post/.api_route,,,,Yes
METER,363,https://github.com/zdou0830/METER,N/A,Y,,Attr,Attr,,,,,,Yes
DAPPER,360,https://github.com/nansencenter/DAPPER,N/A,Y,,Attr,Field,,,,,,Yes
Expy-Kit,360,https://github.com/pKrime/Expy-Kit,N/A,Y,,Attr/Field,Attr,,,,,,Yes
pyvarinf,359,https://github.com/ctallec/pyvarinf,N/A,Y,,Attr,Attr,,,,,,Yes
pyvarinf,359,https://github.com/ctallec/pyvarinf,N/A,Y,,Attr,Attr,,,,,,Yes
RadFM,355,https://github.com/chaoyi-wu/RadFM,N/A,Y,,Attr,Attr,,,,,,Yes
RadFM,355,https://github.com/chaoyi-wu/RadFM,N/A,Y,,Attr,Attr,,,,,,Yes
oapi-sdk-python,354,https://github.com/larksuite/oapi-sdk-python,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
plato,353,https://github.com/TL-System/plato,N/A,Y,,Attr,Attr,,import_aiohttp,,,,Yes
plato,353,https://github.com/TL-System/plato,N/A,Y,,Attr,Attr,,import_aiohttp,,,,Yes
clist,352,https://github.com/aropan/clist,N/A,Y,,Attr,Field,,,,,,Yes
clist,352,https://github.com/aropan/clist,N/A,Y,,Attr/Field,Field,,,,,,Yes
returnn,352,https://github.com/rwth-i6/returnn,N,Y,key is not controllable,,,,,,,,
Qcodes,351,https://github.com/microsoft/Qcodes,N/A,Y,,Attr,Attr,,,,,,Yes
unity-python,350,https://github.com/exodrifter/unity-python,N,Y,"copy.py , false positive",,,,,,,,
TorchRay,345,https://github.com/facebookresearch/TorchRay,N/A,Y,,Attr,Attr,,,,,,Yes
TorchRay,345,https://github.com/facebookresearch/TorchRay,N/A,Y,,Attr,Attr,,,,,,Yes
Prism,344,https://github.com/PrismPipeline/Prism,N/A,Y,,Attr,Attr,,,,,,Yes
Prism,344,https://github.com/PrismPipeline/Prism,N/A,Y,,Attr,Attr,,,,,,Yes
cloudfoxable,341,https://github.com/BishopFox/cloudfoxable,N/A,Y,,Attr,Attr,,import_django,,,,Yes
cloudfoxable,341,https://github.com/BishopFox/cloudfoxable,N/A,Y,,Attr,Attr,,import_django,,,,Yes
xsdata,339,https://github.com/tefra/xsdata,N/A,Y,,Attr,Attr,,,,,,Yes
davit,338,https://github.com/dingmyu/davit,N/A,Y,,Attr,Attr,,,,,,Yes
RoboBEV,338,https://github.com/Daniel-xsy/RoboBEV,N/A,Y,,Attr/Field,Field,,,,,,Yes
RoboBEV,338,https://github.com/Daniel-xsy/RoboBEV,N/A,Y,,Attr,Field,,,,,,Yes
davit,338,https://github.com/dingmyu/davit,N/A,Y,,Attr,Attr,,,,,,Yes
fiddle,338,https://github.com/google/fiddle,N,Y,,,,,,,,,
tournesol,338,https://github.com/tournesol-app/tournesol,Y,Y,,Attr/Field,Attr/Field,Function,cli tool,,,,
ppci,336,https://github.com/windelbouwman/ppci,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
ULWGL,335,https://github.com/GloriousEggroll/ULWGL,N/A,Y,,Attr,Attr,,,,,,Yes
esmerald,334,https://github.com/dymmond/esmerald,N,Y,type checking.,N,N,,,,,,
jsonargparse,332,https://github.com/omni-us/jsonargparse,N,Y,conflicted key has been protected.,N,N,,,,,,
jsonargparse,332,https://github.com/omni-us/jsonargparse,N,Y,only set namespaces not value,,,,,,,,
quantized_distillation,331,https://github.com/antspy/quantized_distillation,N/A,Y,,Attr,Attr,,,,,,Yes
RoboFlamingo,330,https://github.com/RoboFlamingo/RoboFlamingo,N/A,Y,,Attr,Attr,,,,,,Yes
RoboFlamingo,330,https://github.com/RoboFlamingo/RoboFlamingo,N/A,Y,,Attr,Attr,,,,,,Yes
MANIQA,329,https://github.com/IIGROUP/MANIQA,N/A,Y,,Attr,Attr,,,,,,Yes
GeoPix,329,https://github.com/EnviralDesign/GeoPix,N/A,Y,,Attr/Field,Attr,,,,,,Yes
MANIQA,329,https://github.com/IIGROUP/MANIQA,N/A,Y,,Attr,Attr,,,,,,Yes
Sparsebit,328,https://github.com/megvii-research/Sparsebit,N/A,Y,,Attr,Attr,,,,,,Yes
fast64,326,https://github.com/Fast-64/fast64,N/A,Y,,Attr,Attr,,,,,,Yes
fast64,326,https://github.com/Fast-64/fast64,N/A,Y,,Attr,Attr,,,,,,Yes
HIMLoco,324,https://github.com/OpenRobotLab/HIMLoco,N/A,Y,,Attr,Attr,,,,,,Yes
HIMLoco,324,https://github.com/OpenRobotLab/HIMLoco,N/A,Y,,Attr,Attr,,,,,,Yes
human2humanoid,323,https://github.com/LeCAR-Lab/human2humanoid,N/A,Y,,Attr,Attr,,import_aiohttp,,,,Yes
human2humanoid,323,https://github.com/LeCAR-Lab/human2humanoid,N/A,Y,,Attr,Attr,,import_aiohttp,,,,Yes
quibbler,320,https://github.com/Technion-Kishony-lab/quibbler,N/A,Y,,Attr,Field,,.route|import_flask,,,,Yes
quibbler,320,https://github.com/Technion-Kishony-lab/quibbler,N/A,Y,,Attr/Field,Field,,.route|import_flask,,,,Yes
quibbler,320,https://github.com/Technion-Kishony-lab/quibbler,N/A,Y,,Attr/Field,Field,,.route|import_flask,,,,Yes
quibbler,320,https://github.com/Technion-Kishony-lab/quibbler,N/A,Y,,Attr,Field,,.route|import_flask,,,,Yes
pycbc,320,https://github.com/gwastro/pycbc,N,Y,,,,,,,,,
stark,317,https://github.com/snap-stanford/stark,N/A,Y,,Attr,Attr,,,,,,Yes
OTAvatar,316,https://github.com/theEricMa/OTAvatar,N/A,Y,,Attr,Attr,,,,,,Yes
pokitoki,316,https://github.com/nalgeon/pokitoki,Y,Y,,Attr/Field,Attr/Field,Remote,,,,,
pokitoki,316,https://github.com/nalgeon/pokitoki,Y,Y,duplicated with Github dataset.,Attr,Attr/Field,Remote,remote trigger,,,,
usaspending-api,314,https://github.com/fedspendingtransparency/usaspending-api,N,Y,"simply set, no recursive operation",,,,,,,,
kim,314,https://github.com/mikeywaites/kim,N/A,N,,N,N,,"https://github.com/mikeywaites/kim/blob/ae55e3bd73057d2fa74865d8b2db8fd58a1297d6/kim/utils.py#L120 
/\bsetattr\(\s*\w*(obj|parent|target|instance|dict|dest|conf)\w*\s*,\s*\w+\s*,\s*\w+\s*\)/ /\b\w*obj\w*\[\w+\]\s*=|\b\w*obj\w*\.get\(/ /\b\w*obj\w*\s*=/",,,,
BMW-TensorFlow-Inference-API-GPU,312,https://github.com/BMW-InnovationLab/BMW-TensorFlow-Inference-API-GPU,N/A,Y,,Attr,Attr,,import_starlette|.get/.post/.api_route|import_fastapi,,,,Yes
modifier_list,312,https://github.com/Symstract/modifier_list,N/A,Y,,Attr,Attr,,,,,,Yes
BMW-TensorFlow-Inference-API-GPU,312,https://github.com/BMW-InnovationLab/BMW-TensorFlow-Inference-API-GPU,N/A,Y,,Attr,Attr,,import_starlette|.get/.post/.api_route|import_fastapi,,,,Yes
modifier_list,312,https://github.com/Symstract/modifier_list,N/A,Y,,Attr,Attr,,,,,,Yes
alf,308,https://github.com/HorizonRobotics/alf,N/A,Y,,Attr,Field,,,,,,Yes
alf,308,https://github.com/HorizonRobotics/alf,N/A,Y,,Attr/Field,Field,,,,,,Yes
alf,308,https://github.com/HorizonRobotics/alf,N/A,Y,,Attr/Field,Field,,,,,,Yes
alf,308,https://github.com/HorizonRobotics/alf,N/A,Y,,Attr,Field,,,,,,Yes
TransferAttack,306,https://github.com/Trustworthy-AI-Group/TransferAttack,N/A,Y,,Attr,Attr,,,,,,Yes
TransferAttack,306,https://github.com/Trustworthy-AI-Group/TransferAttack,N/A,Y,,Attr,Attr,,,,,,Yes
Flowformer,306,https://github.com/thuml/Flowformer,N/A,Y,,Attr,Attr,,,,,,Yes
LAMM,305,https://github.com/OpenGVLab/LAMM,N/A,Y,,Attr,Attr,,,,,,Yes
LAMM,305,https://github.com/OpenGVLab/LAMM,N/A,Y,,Attr,Attr,,,,,,Yes
RGBD_Semantic_Segmentation_PyTorch,305,https://github.com/charlesCXK/RGBD_Semantic_Segmentation_PyTorch,N,Y,amp library: set_fn false positive,,,,,,,,
antgo,304,https://github.com/jianzfb/antgo,N/A,Y,,Attr,Attr,,import_tornado|import_starlette|.get/.post/.api_route|import_fastapi,,,,Yes
VSP-LLM,303,https://github.com/Sally-SH/VSP-LLM,N/A,Y,,Attr,Attr,,,,,,Yes
netbox-sync,303,https://github.com/bb-Ricardo/netbox-sync,N/A,Y,,Attr,Field,,,,,,Yes
netbox-sync,303,https://github.com/bb-Ricardo/netbox-sync,N/A,Y,,Attr/Field,Field,,,,,,Yes
VSP-LLM,303,https://github.com/Sally-SH/VSP-LLM,N/A,Y,,Attr,Attr,,,,,,Yes
netbox-sync,303,https://github.com/bb-Ricardo/netbox-sync,N/A,Y,,Attr/Field,Field,,,,,,Yes
netbox-sync,303,https://github.com/bb-Ricardo/netbox-sync,N/A,Y,,Attr,Field,,,,,,Yes
Wheel-Legged-Gym,301,https://github.com/clearlab-sustech/Wheel-Legged-Gym,N/A,Y,,Attr,Attr,,,,,,Yes
Wheel-Legged-Gym,301,https://github.com/clearlab-sustech/Wheel-Legged-Gym,N/A,Y,,Attr,Attr,,,,,,Yes
SeaFormer,301,https://github.com/fudan-zvg/SeaFormer,N/A,Y,,Attr,Attr,,,,,,Yes
OPERA,299,https://github.com/shikiw/OPERA,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
Generalizable-Mixture-of-Experts,298,https://github.com/Luodian/Generalizable-Mixture-of-Experts,N/A,Y,,Attr,Attr,,,,,,Yes
mega,298,https://github.com/facebookresearch/mega,N/A,Y,,Attr,Attr,,,,,,Yes
Generalizable-Mixture-of-Experts,298,https://github.com/Luodian/Generalizable-Mixture-of-Experts,N/A,Y,,Attr,Attr,,,,,,Yes
mega,298,https://github.com/facebookresearch/mega,N/A,Y,,Attr,Attr,,,,,,Yes
demo-face-gan,298,https://github.com/streamlit/demo-face-gan,N/A,Y,,Attr,Attr,,,,,,Yes
pydantic-to-typescript,296,https://github.com/phillipdupuis/pydantic-to-typescript,N,Y,"simply set, no recursive operation",,,,,,,,
ouroboros,294,https://github.com/beeware/ouroboros,N/A,Y,,Attr,Attr,,,,,,Yes
ouroboros,294,https://github.com/beeware/ouroboros,N/A,Y,,Attr,Attr,,,,,,Yes
modal-client,294,https://github.com/modal-labs/modal-client,N/A,Y,,Attr,Attr,,import_aiohttp|.route|import_flask|import_fastapi,,,,Yes
AMP_for_hardware,293,https://github.com/Alescontrela/AMP_for_hardware,N/A,Y,,Attr,Attr,,,,,,Yes
AMP_for_hardware,293,https://github.com/Alescontrela/AMP_for_hardware,N/A,Y,,Attr,Attr,,,,,,Yes
ApiTestManage,292,https://github.com/pencil1/ApiTestManage,N/A,Y,,Attr/Field,Field,,.route|import_flask,,,,Yes
ApiTestManage,292,https://github.com/pencil1/ApiTestManage,N/A,Y,,Attr,Field,,.route|import_flask,,,,Yes
PainlessInferenceAcceleration,291,https://github.com/alipay/PainlessInferenceAcceleration,N/A,Y,,Attr,Attr,,import_aiohttp|.get/.post/.api_route|import_fastapi,,,,Yes
PainlessInferenceAcceleration,291,https://github.com/alipay/PainlessInferenceAcceleration,N/A,Y,,Attr,Attr,,import_aiohttp|.get/.post/.api_route|import_fastapi,,,,Yes
mganprior,291,https://github.com/genforce/mganprior,N/A,Y,,Attr,Attr,,,,,,Yes
auto-round,291,https://github.com/intel/auto-round,N/A,Y,,Attr,Attr,,,,,,Yes
OmniCorpus,289,https://github.com/OpenGVLab/OmniCorpus,N/A,Y,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
OmniCorpus,289,https://github.com/OpenGVLab/OmniCorpus,N/A,Y,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
pyfluent,287,https://github.com/ansys/pyfluent,N/A,Y,,Attr,Attr,,,,,,Yes
pyfluent,287,https://github.com/ansys/pyfluent,N/A,Y,,Attr,Attr,,,,,,Yes
OpenPype,287,https://github.com/ynput/OpenPype,N/A,Y,,Attr,Attr,,import_tornado|import_sanic|add_route|route_name=|import_aiohttp,,,,Yes
iambic,286,https://github.com/noqdev/iambic,N/A,Y,,Attr,Attr,,import_aiohttp|.get/.post/.api_route,,,,Yes
AdaLoRA,285,https://github.com/QingruZhang/AdaLoRA,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
AdaLoRA,285,https://github.com/QingruZhang/AdaLoRA,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
nebari,285,https://github.com/nebari-dev/nebari,Y,Y,,Attr/Field,Attr/Field,Function,,,,,
nebari,285,https://github.com/nebari-dev/nebari,Y,Y,duplicated with Zhengyu's 100-1k codeql dataset.,,,,,,,,
pyDatalog,283,https://github.com/pcarbonn/pyDatalog,N/A,Y,,Attr,Attr,,,,,,Yes
image-sculpting,283,https://github.com/vision-x-nyu/image-sculpting,N/A,Y,,Attr/Field,Attr,,,,,,Yes
ptlflow,282,https://github.com/hmorimitsu/ptlflow,N/A,Y,,Attr,Attr,,,,,,Yes
Watcher3,281,https://github.com/nosmokingbandit/Watcher3,N/A,Y,,Attr,Attr,,import_cherrypy,,,,Yes
ray-optics,280,https://github.com/mjhoptics/ray-optics,N,Y,"simply set, no recursive operation",,,,,,,,
pytorch,279,https://github.com/Ascend/pytorch,N/A,Y,,Attr,Attr,,,,,,Yes
pytorch,279,https://github.com/Ascend/pytorch,N/A,Y,,Attr,Attr,,,,,,Yes
Intelli-Agent,279,https://github.com/aws-samples/Intelli-Agent,N/A,Y,,Attr/Field,Field,,.route|import_flask|.get/.post/.api_route|import_fastapi,,,,Yes
Intelli-Agent,279,https://github.com/aws-samples/Intelli-Agent,N/A,Y,,Attr,Field,,.route|import_flask|.get/.post/.api_route|import_fastapi,,,,Yes
Octopus,275,https://github.com/dongyh20/Octopus,N/A,Y,,Attr,Attr,,,,,,Yes
Octopus,275,https://github.com/dongyh20/Octopus,N/A,Y,,Attr,Attr,,,,,,Yes
ColugoMum,275,https://github.com/thomas-yanxin/ColugoMum,N/A,Y,,Attr,Attr,,import_tornado|django_re_path|django_path|import_django,,,,Yes
breaching,274,https://github.com/JonasGeiping/breaching,N/A,Y,,Attr,Attr,,,,,,Yes
breaching,274,https://github.com/JonasGeiping/breaching,N/A,Y,,Attr,Attr,,,,,,Yes
Addons-And-Tools-For-Blender-miHoYo-Shaders,274,https://github.com/michael-gh1/Addons-And-Tools-For-Blender-miHoYo-Shaders,N/A,Y,,Attr,Attr,,,,,,Yes
proton-vpn-gtk-app,273,https://github.com/ProtonVPN/proton-vpn-gtk-app,N/A,Y,,Attr,Attr,,,,,,Yes
proton-vpn-gtk-app,273,https://github.com/ProtonVPN/proton-vpn-gtk-app,N/A,Y,,Attr,Attr,,,,,,Yes
Aslan,273,https://github.com/project-aslan/Aslan,N/A,Y,,Attr,Attr,,,,,,Yes
django-auth-adfs,272,https://github.com/snok/django-auth-adfs,N/A,Y,,Attr,Attr,,django_path|django_re_path|import_django,,,,Yes
QPyTorch,271,https://github.com/Tiiiger/QPyTorch,N,Y,key is not under control.,N,N,,,,,,
VALOR,271,https://github.com/TXH-mercury/VALOR,N,Y,amp library: set_fn false positive,,,,,,,,
MeasureIt_ARCH,269,https://github.com/kevancress/MeasureIt_ARCH,N/A,Y,,Attr,Attr,,,,,,Yes
ABS,266,https://github.com/LeCAR-Lab/ABS,N/A,Y,,Attr,Attr,,,,,,Yes
DriveArena,266,https://github.com/PJLab-ADG/DriveArena,N/A,Y,,Attr,Attr,,import_tornado|.get/.post/.api_route|import_fastapi,,,,Yes
ABS,266,https://github.com/LeCAR-Lab/ABS,N/A,Y,,Attr,Attr,,,,,,Yes
DriveArena,266,https://github.com/PJLab-ADG/DriveArena,N/A,Y,,Attr,Attr,,import_tornado|.get/.post/.api_route|import_fastapi,,,,Yes
DriveArena,266,https://github.com/PJLab-ADG/DriveArena,N/A,Y,,Attr/Field,Field,,import_tornado|.get/.post/.api_route|import_fastapi,,,,Yes
DriveArena,266,https://github.com/PJLab-ADG/DriveArena,N/A,Y,,Attr,Field,,import_tornado|.get/.post/.api_route|import_fastapi,,,,Yes
Intranet-Penetration,266,https://github.com/yuxiaokui/Intranet-Penetration,N,Y,,,,,,,,,
MC-Planner,263,https://github.com/CraftJarvis/MC-Planner,N/A,Y,,Attr,Attr,,,,,,Yes
MC-Planner,263,https://github.com/CraftJarvis/MC-Planner,N/A,Y,,Attr,Attr,,,,,,Yes
LoRAMoE,262,https://github.com/Ablustrund/LoRAMoE,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
LoRAMoE,262,https://github.com/Ablustrund/LoRAMoE,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
es-monitor,262,https://github.com/taowen/es-monitor,N/A,Y,,Attr/Field,Field,,.route|import_flask,,,,Yes
es-monitor,262,https://github.com/taowen/es-monitor,N/A,Y,,Attr,Field,,.route|import_flask,,,,Yes
sige,261,https://github.com/lmxyy/sige,N/A,Y,,Attr,Attr,,,,,,Yes
klara,261,https://github.com/usagitoneko97/klara,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
zerorunner,261,https://github.com/baizunxian/zerorunner,N,Y,setting is operated on the attribute of self obj,,,,,,,,
deepracer-core,259,https://github.com/aws-deepracer-community/deepracer-core,N/A,Y,,Attr/Field,Field,,,,,,Yes
deepracer-core,259,https://github.com/aws-deepracer-community/deepracer-core,N/A,Y,,Attr,Field,,,,,,Yes
dbnd,258,https://github.com/databand-ai/dbnd,N,Y,"simply set, no recursive operation:",,,,,,,,
DNFCalculating,257,https://github.com/dnfcalc/DNFCalculating,N,Y,,,,,,,,,
DeRy,256,https://github.com/Adamdad/DeRy,N/A,Y,,Attr,Attr,,,,,,Yes
DeRy,256,https://github.com/Adamdad/DeRy,N/A,Y,,Attr,Attr,,,,,,Yes
Dataset_Quantization,256,https://github.com/magic-research/Dataset_Quantization,N/A,Y,,Attr,Attr,,,,,,Yes
ChatLearn,254,https://github.com/alibaba/ChatLearn,N/A,Y,,Attr,Attr,,,,,,Yes
ChatLearn,254,https://github.com/alibaba/ChatLearn,N/A,Y,,Attr,Attr,,,,,,Yes
fld,254,https://github.com/mit-biomimetics/fld,N/A,Y,,Attr,Attr,,,,,,Yes
PyFEM,251,https://github.com/jjcremmers/PyFEM,N/A,Y,,Attr,Attr,,,,,,Yes
RSMamba,249,https://github.com/KyanChen/RSMamba,N/A,Y,,Attr,Attr,,,,,,Yes
RSMamba,249,https://github.com/KyanChen/RSMamba,N/A,Y,,Attr,Attr,,,,,,Yes
StockFormer,249,https://github.com/gsyyysg/StockFormer,N/A,Y,,Attr,Attr,,,,,,Yes
pycopy-lib,249,https://github.com/pfalcon/pycopy-lib,N,Y,"copy.py , false positive",,,,,,,,
Person-Detection-and-Tracking,248,https://github.com/ambakick/Person-Detection-and-Tracking,N/A,Y,,Attr,Attr,,,,,,Yes
Dynamic-Vision-Transformer,248,https://github.com/blackfeather-wang/Dynamic-Vision-Transformer,N/A,Y,,Attr,Attr,,,,,,Yes
Person-Detection-and-Tracking,248,https://github.com/ambakick/Person-Detection-and-Tracking,N/A,Y,,Attr,Attr,,,,,,Yes
Dynamic-Vision-Transformer,248,https://github.com/blackfeather-wang/Dynamic-Vision-Transformer,N/A,Y,,Attr,Attr,,,,,,Yes
MAE-pytorch,247,https://github.com/FlyEgle/MAE-pytorch,N/A,Y,,Attr,Attr,,,,,,Yes
MineCLIP,247,https://github.com/MineDojo/MineCLIP,N/A,Y,,Attr,Attr,,,,,,Yes
MAE-pytorch,247,https://github.com/FlyEgle/MAE-pytorch,N/A,Y,,Attr,Attr,,,,,,Yes
MineCLIP,247,https://github.com/MineDojo/MineCLIP,N/A,Y,,Attr,Attr,,,,,,Yes
MimicPlay,246,https://github.com/j96w/MimicPlay,N/A,Y,,Attr,Attr,,,,,,Yes
TBGAN,245,https://github.com/barisgecer/TBGAN,N/A,Y,,Attr,Attr,,,,,,Yes
TBGAN,245,https://github.com/barisgecer/TBGAN,N/A,Y,,Attr,Attr,,,,,,Yes
VoiceprintRecognition-PaddlePaddle,245,https://github.com/yeyupiaoling/VoiceprintRecognition-PaddlePaddle,N/A,Y,,Attr,Attr,,,,,,Yes
SN-Net,245,https://github.com/ziplab/SN-Net,N/A,Y,,Attr,Attr,,,,,,Yes
Emotional-Support-Conversation,245,https://github.com/thu-coai/Emotional-Support-Conversation,N,Y,amp library: set_fn false positive,,,,,,,,
spatula,245,https://github.com/jamesturk/spatula,N,Y,"simply set, no recursive operation",,,,,,,,
torch-model-compression,244,https://github.com/THU-MIG/torch-model-compression,N/A,Y,,Attr,Attr,,,,,,Yes
torch-model-compression,244,https://github.com/THU-MIG/torch-model-compression,N/A,Y,,Attr,Attr,,,,,,Yes
varuna,244,https://github.com/microsoft/varuna,N/A,Y,,Attr,Attr,,,,,,Yes
TPN,243,https://github.com/csyanbin/TPN,N/A,Y,,Attr,Attr,,,,,,Yes
gftools,242,https://github.com/googlefonts/gftools,N,Y,only one layer.,N,N,,,,,,
CUDA-FastBEV,241,https://github.com/Mandylove1993/CUDA-FastBEV,N/A,Y,,Attr,Attr,,,,,,Yes
CUDA-FastBEV,241,https://github.com/Mandylove1993/CUDA-FastBEV,N/A,Y,,Attr,Attr,,,,,,Yes
project-azua,241,https://github.com/microsoft/project-azua,N/A,Y,,Attr,Attr,,,,,,Yes
InterpretDL,240,https://github.com/PaddlePaddle/InterpretDL,N/A,Y,,Attr,Attr,,,,,,Yes
Detection,240,https://github.com/librahfacebook/Detection,N/A,Y,,Attr,Attr,,,,,,Yes
StyleGAN_LatentEditor,240,https://github.com/pacifinapacific/StyleGAN_LatentEditor,N/A,Y,,Attr,Attr,,,,,,Yes
neurallambda,239,https://github.com/neurallambda/neurallambda,N/A,Y,,Attr,Attr,,,,,,Yes
expressive-humanoid,237,https://github.com/chengxuxin/expressive-humanoid,N/A,Y,,Attr,Attr,,import_flask|dot_add_url_rule,,,,Yes
expressive-humanoid,237,https://github.com/chengxuxin/expressive-humanoid,N/A,Y,,Attr,Attr,,import_flask|dot_add_url_rule,,,,Yes
SwinBERT,237,https://github.com/microsoft/SwinBERT,N/A,Y,,Attr,Attr,,,,,,Yes
HumanBench,237,https://github.com/OpenGVLab/HumanBench,N,Y,"set_func, false positive",,,,,,,,
EfficientQAT,236,https://github.com/OpenGVLab/EfficientQAT,N/A,Y,,Attr,Attr,,,,,,Yes
EfficientQAT,236,https://github.com/OpenGVLab/EfficientQAT,N/A,Y,,Attr,Attr,,,,,,Yes
jupylet,234,https://github.com/nir/jupylet,N/A,Y,,Attr,Attr,,,,,,Yes
galaxy_ng,233,https://github.com/ansible/galaxy_ng,N/A,Y,,Attr,Attr,,import_flask|django_path|import_django|import_aiohttp|.route,,,,Yes
galaxy_ng,233,https://github.com/ansible/galaxy_ng,N/A,Y,,Attr,Attr,,import_flask|django_path|import_django|import_aiohttp|.route,,,,Yes
chirp,233,https://github.com/9b/chirp,N/A,Y,,Attr,Attr,,,,,,Yes
TRISIS-TRITON-HATMAN,233,https://github.com/MDudek-ICS/TRISIS-TRITON-HATMAN,N,Y,,,,,,,,,
I-BERT,231,https://github.com/kssteven418/I-BERT,N/A,Y,,Attr,Attr,,import_tornado,,,,Yes
aerial_wildlife_detection,230,https://github.com/microsoft/aerial_wildlife_detection,N/A,Y,,Attr,Attr,,.route|import_bottle|.get/.post/.api_route,,,,Yes
SiamR-CNN,229,https://github.com/VisualComputingInstitute/SiamR-CNN,N/A,Y,,Attr,Attr,,,,,,Yes
SiamR-CNN,229,https://github.com/VisualComputingInstitute/SiamR-CNN,N/A,Y,,Attr,Attr,,,,,,Yes
sonic-sound-picture,227,https://github.com/s-a/sonic-sound-picture,N/A,N,,N,N,,"https://github.com/s-a/sonic-sound-picture/blob/20c9ccf45299515eb007e22be510f8b1bc9e962c/electron-app/src/static/render.py#L412 
/\bsetattr\(\s*\w*(obj|parent|target|instance|dict|dest|conf)\w*\s*,\s*\w+\s*,\s*\w+\s*\)/ /\bobj\[\w+\]\s*=|\bobj\.get\(/ /\bobj\s*=/ language:Python",,,,
CLIP-goes-3D,226,https://github.com/deeptibhegde/CLIP-goes-3D,N/A,Y,,Attr,Attr,,,,,,Yes
CLIP-goes-3D,226,https://github.com/deeptibhegde/CLIP-goes-3D,N/A,Y,,Attr,Attr,,,,,,Yes
bisenetv2-tensorflow,225,https://github.com/MaybeShewill-CV/bisenetv2-tensorflow,N/A,Y,,Attr/Field,Field,,,,,,Yes
bisenetv2-tensorflow,225,https://github.com/MaybeShewill-CV/bisenetv2-tensorflow,N/A,Y,,Attr,Field,,,,,,Yes
vlcp,224,https://github.com/hubo1016/vlcp,N/A,Y,,Attr,Attr,,,,,,Yes
tileGAN,223,https://github.com/afruehstueck/tileGAN,N/A,Y,,Attr,Attr,,,,,,Yes
tileGAN,223,https://github.com/afruehstueck/tileGAN,N/A,Y,,Attr,Attr,,,,,,Yes
arches,221,https://github.com/archesproject/arches,N/A,Y,,Attr,Field,,django_re_path|django_path|import_django,,,,Yes
Neural-Texture-Extraction-Distribution,221,https://github.com/RenYurui/Neural-Texture-Extraction-Distribution,N/A,Y,,Attr,Attr,,,,,,Yes
arches,221,https://github.com/archesproject/arches,N/A,Y,,Attr,Field,,django_re_path|django_path|import_django,,,,Yes
records-research,220,https://github.com/Google-Health/records-research,N/A,Y,,Attr,Attr,,,,,,Yes
records-research,220,https://github.com/Google-Health/records-research,N/A,Y,,Attr,Attr,,,,,,Yes
engineai_legged_gym,219,https://github.com/engineai-robotics/engineai_legged_gym,N/A,Y,,Attr,Attr,,,,,,Yes
engineai_legged_gym,219,https://github.com/engineai-robotics/engineai_legged_gym,N/A,Y,,Attr,Attr,,,,,,Yes
nerfbaselines,219,https://github.com/nerfbaselines/nerfbaselines,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
linux-show-player,218,https://github.com/FrancescoCeruti/linux-show-player,N/A,Y,,Attr,Attr,,import_falcon,,,,Yes
python-bigquery-dataframes,218,https://github.com/googleapis/python-bigquery-dataframes,N/A,Y,,Attr,Attr,,import_flask,,,,Yes
CoT-Collection,218,https://github.com/kaistAI/CoT-Collection,N/A,Y,,Attr,Attr,,,,,,Yes
