project_name,num_downloads
ldapdomaindump,3606002
reprint,3605771
pypd,3604926
shiboken2,3604360
pyobjc-framework-applescriptkit,3601257
cupy-cuda12x,3599841
drissionpage,3598048
device-detector,3595748
mypy-boto3-servicecatalog,3595307
aws-error-utils,3588848
pyobjc-framework-security,3587826
julius,3587198
eascheduler,3586034
pyobjc-framework-discrecording,3585904
pysqlite3-binary,3583213
pyobjc-framework-coreaudiokit,3582547
returns,3579678
xlsx2csv,3578403
pyloudnorm,3578276
ormsgpack,3577439
qds-sdk,3577417
asammdf,3577230
pdbr,3575674
pybacklogpy,3573564
wheel-filename,3571098
pyobjc-framework-diskarbitration,3569518
dagit,3569382
python-liquid,3568460
simple-term-menu,3568414
ada-url,3564010
anyscale,3563287
pyobjc-framework-installerplugins,3563083
bsdiff4,3554641
gto,3554516
pyobjc-framework-preferencepanes,3553475
pyairports,3552768
wikipedia,3552181
gitlint,3549006
types-regex,3548525
stringzilla,3547464
boost-histogram,3547408
pyobjc-framework-webkit,3546816
pyobjc-framework-latentsemanticmapping,3544675
empy,3544292
flask-apispec,3543780
pyserde,3542337
pyobjc-framework-dvdplayback,3541956
duckdb-engine,3538969
aws-cdk-aws-ssm,3538106
python-monkey-business,3535340
mygeotab,3534649
flupy,3533407
nanobind,3531994
ccard,3530991
pyobjc-framework-discrecordingui,3530698
pyvalid,3530661
simpleitk,3529388
gorilla,3528552
gitlint-core,3525356
phonemizer,3525315
typed-argument-parser,3524180
django-bulk-update,3522849
sorl-thumbnail,3522172
elasticquery,3520936
nmslib,3520549
pytest-doctestplus,3517408
tentaclio-s3,3516496
restfly,3516389
streamlit-aggrid,3511898
aws-cdk-aws-applicationautoscaling,3511172
sqlalchemy-cockroachdb,3511119
eli5,3508373
ropwr,3504975
aws-cdk-aws-ecr,3504063
easing-functions,3503867
pyfunctional,3501890
airflow-exporter,3501482
wiki-fetch,3497060
cppy,3494433
tinybird-cli,3492779
pyshark,3490308
pytenable,3488682
tdda,3485638
whylogs-sketching,3484070
logging,3481424
sphinxcontrib-plantuml,3480476
aws-cdk-aws-sqs,3477684
pyobjc-framework-securityinterface,3477399
cartopy,3476957
pyobjc-framework-corelocation,3472757
stanza,3469795
assisted-service-client,3467794
pyobjc-framework-spritekit,3461909
google-api,3461100
sphinx-toolbox,3459682
pyobjc-framework-colorsync,3459232
py3nvml,3454083
pytest-unordered,3453509
sql-formatter,3452759
mypy-boto3-bedrock-runtime,3451680
ruamel-yaml-jinja2,3448233
replicate,3447915
aws-cdk-aws-ecr-assets,3447587
patch,3446696
pyobjc-framework-securityfoundation,3446246
aiosmtpd,3446047
lameenc,3445720
nbstripout,3444813
bzt,3444078
pyqtgraph,3443187
whylabs-client,3442985
pyobjc-framework-applescriptobjc,3441128
pyobjc-framework-imagecapturecore,3440412
zake,3439999
apache-airflow-providers-papermill,3439369
pyobjc-framework-cryptotokenkit,3438670
pyobjc-framework-scriptingbridge,3433340
pyobjc-framework-modelio,3431631
pyobjc-framework-storekit,3431303
requests-ntlm3,3429856
aws-cdk-aws-sns,3429764
contextily,3429353
aws-cdk-aws-efs,3429289
pyobjc-framework-vision,3429113
pyobjc-framework-scenekit,3428980
pyobjc-framework-gameplaykit,3427877
pyobjc-framework-networkextension,3427587
pyobjc-framework-contacts,3427412
pyobjc-framework-safariservices,3426482
pyobjc-framework-gamecenter,3426192
pyobjc-framework-mediatoolbox,3425625
dj-rest-auth,3425036
pyobjc-framework-photos,3424699
pyobjc-framework-gamekit,3424428
pyobjc-framework-mapkit,3424071
uuid7,3421868
pyobjc-framework-opendirectory,3420121
nagisa,3419616
pickle5,3419364
pyobjc-framework-iosurface,3417545
kmodes,3416907
fugashi,3416290
pyobjc-framework-contactsui,3416116
dlinfo,3414556
pyobjc-framework-photosui,3413726
pyobjc-framework-social,3413650
unstructured-pytesseract,3411419
pyobjc-framework-gamecontroller,3409046
opentelemetry-propagator-jaeger,3408963
pyobjc-framework-intents,3408453
django-permissionedforms,3408359
jaeger-client,3407512
sphinx-click,3407414
pyobjc-framework-videotoolbox,3407270
banal,3406642
pyobjc-framework-corespotlight,3406533
elasticsearch-curator,3406357
pyobjc-framework-localauthentication,3406310
mistral-common,3404418
pyobjc-framework-externalaccessory,3403776
yapsy,3402486
mypy-boto3-cloudfront,3395028
pyobjc-framework-ituneslibrary,3394291
pbspark,3392956
discord-webhook,3390808
json-encoder,3390756
pyobjc-framework-inputmethodkit,3390054
apache-airflow-providers-sendgrid,3389597
faust-cchardet,3389069
keras-tuner,3388886
pyobjc-framework-usernotifications,3386663
odxtools,3384845
dagster-pyspark,3384473
robotframework-robocop,3383565
pyang,3383546
pyobjc-framework-cloudkit,3382579
mypy-boto3-config,3382236
pyobjc-framework-medialibrary,3381637
accumulation-tree,3381423
timing-asgi,3381404
pockets,3381084
pyobjc-framework-mediaaccessibility,3380174
alembic-utils,3379730
pyobjc-framework-businesschat,3379593
aws-cdk-aws-certificatemanager,3377443
awsiotsdk,3377436
brickflows,3376107
pyobjc-framework-mediaplayer,3375482
yoyo-migrations,3372046
ibm-watson-machine-learning,3370632
geomdl,3365604
titlecase,3363985
pyobjc-framework-calendarstore,3359782
awscli-local,3359091
visitor,3358691
paddleocr,3358512
bigquery-schema-generator,3358485
pyobjc-framework-adsupport,3356878
aws-cdk-aws-autoscaling-common,3355726
threadloop,3355230
pyobjc-framework-videosubscriberaccount,3354305
in-place,3351408
nbmake,3351063
distance,3350836
pyobjc-framework-collaboration,3350151
solders,3346772
aws-cdk-aws-codeguruprofiler,3344323
huaweicloudsdkdns,3341234
pyathenajdbc,3337501
oletools,3336843
django-multiselectfield,3336030
pyinstaller-versionfile,3332344
elasticsearch6,3331994
webhelpers2,3331273
galvani,3331091
luqum,3328428
types-orjson,3326542
vector,3325682
mypy-boto3-pinpoint,3325491
whichcraft,3324991
sphinxcontrib-napoleon,3319930
opentelemetry-instrumentation-mysql,3318409
pyro-api,3314202
microsoft-security-utilities-secret-masker,3313623
pyqrcode,3312984
pysnooper,3312652
pycollada,3311354
slack,3308719
secure,3304126
mariadb,3299372
libify,3298515
mkdocs-include-markdown-plugin,3296738
mypy-boto3-textract,3296293
biothings-client,3295494
django-nose,3295383
django-autocomplete-light,3294857
google-cloud-profiler,3293385
emmet-core,3292652
binpacking,3292521
manifold3d,3292272
dynet,3290843
spacy-transformers,3287985
contractions,3286652
correctionlib,3285971
lazy,3285188
mygene,3285009
sanitize-filename,3284247
asn1,3283985
ably,3282522
missingno,3282298
opentelemetry-propagator-gcp,3281762
aws-cdk-aws-cloudformation,3280771
docusign-esign,3280289
argo-workflows,3279546
apiclient,3277783
meshio,3277279
inotify,3275087
apache-airflow-providers-apache-druid,3273579
aws-lambda-typing,3273475
sqlalchemy-databricks,3270757
kopf,3268617
pytest-testmon,3266917
aws-cdk-custom-resources,3266830
mypy-boto3-cloudtrail,3263607
types-maxminddb,3261976
pytorch-ignite,3261462
aws-cdk-aws-route53,3261125
pytest-subprocess,3257104
webapp2,3256938
prefect-shell,3255288
webexteamssdk,3254444
aws-cdk-aws-elasticloadbalancingv2,3252044
opentelemetry-instrumentation-confluent-kafka,3250305
bootstrap-flask,3248168
python-tds,3246479
interpret-core,3244578
pytest-parametrization,3242889
launchable,3240061
httpie-edgegrid,3239676
lifetimes,3239668
stumpy,3236593
pcodedmp,3232987
jupyter-server-mathjax,3230347
multiprocessing,3229029
tm1py,3228709
json-rpc,3222026
doc8,3221276
pycnite,3221211
pybars3,3220456
opentelemetry-instrumentation-falcon,3215895
aws-cdk-aws-secretsmanager,3214837
zxcvbn,3212829
monkeytype,3211957
onnxsim,3211194
lightstep,3210672
delocate,3209462
serpent,3208232
vadersentiment,3207642
modelscope,3207025
tabcmd,3205646
sparkaid,3204856
python-matter-server,3201099
transliterate,3200297
pytest-spark,3198981
llama-cpp-python,3197762
mdxpy,3197017
cloudformation-cli-python-lib,3196328
mailchimp-marketing,3193160
autoray,3192696
jc,3190953
scylla-driver,3186220
openinference-instrumentation,3184997
rake-nltk,3184139
kgb,3184032
pyudorandom,3183624
mypy-boto3-codepipeline,3183412
langgraph-sdk,3183012
django-money,3182411
dict2css,3178948
tavern,3177940
deb-pkg-tools,3177840
jinja2-ansible-filters,3176469
pymc,3175186
pyvisa-py,3170632
telebot,3169159
google-cloud-common,3166265
aws-cdk-aws-codestarnotifications,3165241
pymacaroons,3162041
dm-haiku,3161798
google-cloud-filestore,3160989
aqtp,3159628
pygeos,3156667
milvus-lite,3156081
sqlite-fts4,3155820
sphinx-jinja2-compat,3155586
id,3154374
pytest-trio,3153650
pretend,3151918
funcparserlib,3151815
username,3151036
opentelemetry-instrumentation-asyncio,3149285
aws-cdk-aws-signer,3146851
pytest-reportlog,3144054
python-amazon-sp-api,3142343
pytest-memray,3140113
yara-python,3139644
esp-idf-kconfig,3137949
atlassian-jwt-auth,3137071
ibis-framework,3136095
dbt-athena-community,3134326
opennsfw2,3132858
utils,3131078
wasmtime,3129523
objprint,3125531
mypy-boto3-organizations,3125198
django-migration-linter,3124914
textract,3124167
conllu,3120965
azure-ml-component,3120747
evdev,3118451
enlighten,3118146
sphinx-togglebutton,3116093
dbt-fabric,3115871
drf-jwt,3115546
pyjks,3114454
sox,3112843
single-source,3112629
jupyter-server-proxy,3111623
mailchecker,3109836
json-tricks,3108683
stix2-patterns,3106936
symspellpy,3106889
autogluon-core,3106523
aws-cdk-aws-cognito,3106007
openmim,3103030
pandavro,3102921
asyncer,3102371
mypy-boto3-opensearch,3101849
mock-alchemy,3100011
opentelemetry-instrumentation-sklearn,3098313
databricks-vectorsearch,3097965
aws-cdk-aws-sam,3096332
mido,3096031
readability-lxml,3093264
pulp-glue,3091968
urlextract,3091001
entsoe-py,3090665
oic,3090443
mmengine,3090430
anyjson,3089503
deap,3089017
pandas-flavor,3087844
nox-poetry,3086157
ipy,3085626
lazy-imports,3083836
geojson-pydantic,3083661
jsonrpclib,3083143
pyjwkest,3082894
namedlist,3082174
tox-ansible,3081298
setoptconf-tmp,3080687
mozilla-django-oidc,3077730
bio,3076029
plum-dispatch,3072673
jsonnet,3071662
django-elasticsearch-dsl,3071514
opentelemetry-instrumentation-aio-pika,3070749
aws-cdk-aws-stepfunctions,3070467
aws-cdk-assets,3069790
tree-sitter-languages,3065420
django-pgtrigger,3063057
types-httplib2,3062318
pytensor,3061019
ragas,3060738
aws-cdk-aws-sns-subscriptions,3060616
keyrings-cryptfile,3060026
lomond,3055220
dbnd,3054800
opentelemetry-instrumentation-pyramid,3054112
google-cloud-private-ca,3053164
css-inline,3052926
mypy-boto3-es,3049753
whatthepatch,3046826
psycopg-c,3046203
google-compute-engine,3044542
swig,3043840
pytest-timestamper,3042482
fairlearn,3041104
mypy-boto3-ce,3040582
mypy-boto3-elasticache,3040198
mypy-boto3-application-autoscaling,3040000
pytest-selenium,3039472
awslimitchecker,3038790
alchemy-mock,3038752
bce-python-sdk,3036945
hist,3034859
mypy-boto3-acm,3033322
rq-scheduler,3032873
mypy-boto3-route53domains,3031999
flake8-return,3030817
captum,3030029
opentelemetry-instrumentation-mysqlclient,3028458
bitmath,3026982
drf-writable-nested,3026958
docstring-parser-fork,3026719
mnemonic,3026655
ansible-cached-lookup,3025035
gdal,3024097
pyicu,3023779
openapi3,3021070
adtk,3018553
gprofiler-official,3018405
flake8-noqa,3017463
tsfresh,3013528
langchain-cohere,3013375
azure-functions-durable,3012489
django-hijack,3010841
mdutils,3009165
autogluon-tabular,3005155
aws-cdk-aws-kinesis,3003426
osmium,3002509
rq-dashboard,3001993
marshmallow-jsonapi,2997621
pytest-error-for-skips,2997038
django-admin-sortable2,2995642
django-templated-mail,2995522
pyocd,2995395
pylint-flask,2993095
kaldiio,2993093
pyscreenshot,2992751
mmdet,2992748
chargebee,2992469
pythran,2990052
rerun-sdk,2989030
versionfinder,2989012
sanic-ext,2988665
cfile,2988023
mkdocs-literate-nav,2987363
mysql-python,2985742
presto-client,2985045
django-recaptcha,2984416
pytest-reportportal,2984393
azure-keyvault-nspkg,2983971
cgroupspy,2982858
pyzipcode,2982776
psycopg2-pool,2982045
cookies,2978687
qiskit-aer,2976029
mypy-boto3-kafka,2972914
hsluv,2969437
cmsis-pack-manager,2965928
opentelemetry-instrumentation-pymemcache,2963438
mypy-boto3-cognito-identity,2962703
pythainlp,2962518
mypy-boto3-wafv2,2962404
pywatchman,2961584
azure-iot-device,2960695
azure-synapse-nspkg,2960616
art,2960313
nose-randomly,2959120
uhi,2955390
red-discordbot,2955379
model-index,2954415
mypy-boto3-resourcegroupstaggingapi,2953910
pytools,2953199
ipcqueue,2951136
autogluon,2950722
prov,2950512
databricks-utils,2948916
ipyvue,2948912
secure-smtplib,2946287
autogluon-features,2945565
histoprint,2943956
apache-airflow-providers-trino,2942872
dagster-shell,2942429
lalsuite,2942096
crewai,2938575
opencc-python-reimplemented,2936353
strsimpy,2936118
dockerfile,2933076
ipyvuetify,2932869
fairseq,2932449
mypy-boto3-quicksight,2932235
grafanalib,2932089
repoze-who,2929750
invisible-watermark,2929734
pyfume,2928020
b2sdk,2927931
mypy-boto3-iot,2927327
aiogoogle,2927256
controlnet-aux,2926390
graphene-sqlalchemy,2923606
unicorn,2921965
fcache,2919285
corner,2919034
pylama,2918065
ansible-pylibssh,2917235
types-aioboto3,2916391
bindep,2915322
wavedrom,2913552
pypcap,2913167
dissect-target,2911778
xmltojson,2910268
ladybug-core,2909955
feather-format,2903721
versioningit,2903567
django-select2,2901931
apache-airflow-microsoft-fabric-plugin,2901833
sklearn-crfsuite,2901697
easy-thumbnails,2898292
multiprocessing-logging,2895553
alibabacloud-tea,2895378
honeybee-core,2894059
cpplint,2893579
reedsolo,2891529
fastdownload,2891091
pyreadstat,2889903
opentelemetry-instrumentation-threading,2888518
kedro-datasets,2887511
pip-install-test,2886489
ibmcloudant,2886266
arthurai,2883889
opentelemetry-instrumentation-aiopg,2882829
pytorch,2881810
mypy-boto3-identitystore,2880408
databricks-feature-engineering,2874354
pandoc,2873820
mkdocs-glightbox,2873593
rospkg,2872224
ladybug-geometry,2872167
nacos-sdk-python,2871781
elasticsearch8,2871189
beanie,2869889
proxy-tools,2869445
viztracer,2869082
pyfcm,2868520
pyiso8583,2867026
pystac-client,2865273
alembic-postgresql-enum,2862150
apache-airflow-providers-elasticsearch,2860881
google-cloud-functions,2859996
mujoco,2859872
geohash2,2858784
aliyun-python-sdk-vpc,2857765
pytest-remotedata,2857541
varname,2856066
django-dirtyfields,2855868
tree-sitter-python,2855831
ascii-magic,2855654
vispy,2853779
stups-tokens,2852732
pep562,2851553
robotframework-browser,2849639
openinference-instrumentation-langchain,2848211
pyfunceble-dev,2847251
envparse,2846811
jupyter-latex-envs,2844117
gitignore-parser,2843028
teradataml,2843007
anndata,2842983
toml-sort,2842069
mozfile,2841314
histlite,2840237
mozinfo,2838367
sphinx-data-viewer,2838336
objectory,2838129
mypy-boto3-iot-data,2837417
pyld,2836496
robotframework-excellib,2835896
mozprocess,2834144
aiven-client,2832863
prefect-docker,2830495
aws-cdk-aws-autoscaling,2830430
array-api-compat,2830411
postgres,2830248
opentelemetry-instrumentation-remoulade,2828756
pytrends,2828712
git-url-parse,2828363
types-emoji,2827861
ibm-secrets-manager-sdk,2827682
mailchimp-transactional,2827469
td-client,2824448
securesystemslib,2823927
python-jwt,2823774
aws-cdk-aws-apigateway,2823148
apache-airflow-providers-hashicorp,2820002
dynamo-pandas,2819762
compress-pickle,2819069
autologging,2817939
kerberos,2817248
streamlit-extras,2816599
types-flask-cors,2815190
python-calamine,2814804
pdfminer,2813917
fortifyapi,2813731
tinsel,2809865
django-rest-passwordreset,2809686
pylint-gitlab,2809550
sklearn-pandas,2807945
turbopuffer,2805578
gekko,2804935
mypy-boto3-pinpoint-sms-voice-v2,2804871
timeago,2804249
getmac,2801977
boruta,2801690
simpervisor,2801637
praat-parselmouth,2798427
urwid-readline,2796223
mypy-boto3-dynamodbstreams,2795061
pydocumentdb,2794973
times,2794290
mypy-boto3-codedeploy,2790809
pulp-cli,2787679
jupyterhub,2786230
miscreant,2784351
opensearch-dsl,2783908
treelite,2782128
langchain-chroma,2781594
mypy-boto3-redshift,2780790
mypy-boto3-sesv2,2780685
django-jazzmin,2780598
certvalidator,2779606
lm-eval,2779403
textsearch,2775471
flask-assets,2774538
sphinx-needs,2773878
cached-path,2771569
lazy-model,2769332
azure-schemaregistry-avroencoder,2768508
sphinxcontrib-svg2pdfconverter,2768096
mypy-boto3-mwaa,2767383
sqlalchemy-continuum,2765305
streamlit-keyup,2765272
better-profanity,2764404
cognitojwt,2760743
pydoe,2759519
mypy-boto3-transfer,2758768
types-sqlalchemy,2758373
pyqtwebengine,2758000
logfury,2757418
apache-airflow-providers-apache-livy,2753834
geoip2-tools,2753562
pygdbmi,2753429
json-schema-for-humans,2750673
coiled,2750594
redis-sentinel-url,2749601
gpytorch,2748952
dask-ml,2748446
kaggle,2747250
xlwings,2746073
pycobertura,2745922
git-python,2745430
nvidia-cuda-nvcc-cu12,2745257
ansicon,2745207
djoser,2745023
stix2,2744384
urlobject,2744089
pyodps,2743776
boilerpy3,2743281
edx-opaque-keys,2741372
httpagentparser,2740902
jetblack-iso8601,2740247
quadprog,2739934
json-spec,2739208
clearml-agent,2738999
google-play-scraper,2738884
flake8-logging-format,2737204
airflow-dbt,2736937
pytest-incremental,2736727
sqlalchemy-mixins,2735740
dagster-gcp,2734843
python-debian,2732668
groundingdino-py,2729614
dbt-clickhouse,2729202
sphinxext-opengraph,2729072
azure-eventhub-checkpointstoreblob,2727310
metaphone,2726243
coralogix-logger,2725174
aws-cdk-aws-ecs,2724814
aws-cdk-aws-elasticloadbalancing,2724419
kestra,2724271
shillelagh,2721398
slowaes,2719455
dramatiq,2718782
pypubsub,2717185
mypy-boto3-rds-data,2716384
lcov-cobertura,2715845
mypy-boto3-codebuild,2715683
mypy-boto3-transcribe,2715282
pylogbeat,2715250
mypy-boto3-translate,2711238
dataset,2711125
pytest-filter-subpackage,2710066
pennylane-lightning,2709669
flake8-deprecated,2709540
h3ronpy,2708666
apache-libcloud,2707939
mypy-boto3-location,2704863
aws-cdk-aws-cloudfront,2702927
easy-ansi,2702399
mlserver-mlflow,2701252
django-admin-autocomplete-filter,2700811
agate-sql,2700161
in-n-out,2700057
pcpp,2699388
mkdocs-section-index,2699181
mypy-boto3-apigatewayv2,2698536
async-exit-stack,2698117
starlark-pyo3,2697164
multiplex,2696984
opentelemetry-instrumentation-cassandra,2696285
aiocsv,2695405
aresponses,2693585
cryptocode,2692600
types-oauthlib,2692446
mypy-boto3-codeartifact,2692338
airflow-provider-great-expectations,2691886
openapi-python-client,2689744
logging-formatter-anticrlf,2689702
websocket,2687258
pretty-errors,2684548
aws-cdk-aws-codebuild,2684046
mypy-boto3-ebs,2683988
fastly,2680578
pyaescrypt,2680551
mypy-boto3-apigatewaymanagementapi,2679928
lingua-language-detector,2678927
yandex-query-client,2677267
kt-legacy,2676718
mypy-boto3-securityhub,2676221
littleutils,2675793
pybreaker,2675044
intervals,2674859
feedgen,2674817
pyarmor,2674745
mkdocs-mermaid2-plugin,2673260
cons,2671191
ipwhois,2671108
tailer,2671035
aiocontextvars,2670060
simple-azure-blob-downloader,2669081
pyzabbix,2668665
unleashclient,2667225
streamsets,2666281
ladybug-geometry-polyskel,2665610
icontract,2665261
rule-engine,2664059
logical-unification,2663906
iso4217,2663697
etuples,2662539
pgsanity,2661768
mypy-boto3-service-quotas,2660313
safehttpx,2659959
opendatalab,2659746
beautifultable,2659484
fhir-resources,2659079
google-api-python-client-stubs,2658438
uuid-utils,2658060
click-configfile,2654185
gspread-pandas,2653853
postmarker,2652966
mypy-boto3-guardduty,2652912
warcio,2652838
honeybee-schema,2650465
records,2648908
pybaselines,2648817
python-jsonschema-objects,2646132
aws-cdk-aws-autoscaling-hooktargets,2645763
xml-python,2644121
healpy,2642094
actions-toolkit,2641494
django-linear-migrations,2641148
aws-cdk-aws-route53-targets,2640672
pyttsx3,2636527
synapseclient,2636180
rstcheck-core,2634979
minikanren,2633487
pdm-pep517,2632521
elevenlabs,2632413
ghostscript,2632086
fixit,2629842
django-allow-cidr,2629766
datarobot,2629550
mypy-boto3-marketplace-entitlement,2628017
torch-fidelity,2627742
mypy-boto3-ec2-instance-connect,2627595
robotframework-databaselibrary,2627184
uptime,2626854
mo-future,2626001
mapclassify,2625963
table-meta,2625291
mypy-boto3-elb,2624675
pymarshaler,2624602
mypy-boto3-docdb,2623800
prefect-dbt,2623747
partial-json-parser,2623676
synapseml,2620332
mplfinance,2619895
canopen,2619559
aws-cdk-aws-servicediscovery,2617856
mypy-boto3-workspaces,2617602
mypy-boto3-accessanalyzer,2616960
spotipy,2616633
pypeln,2616595
aws-cdk-aws-codecommit,2615975
python-redmine,2614298
portion,2613504
implicit,2613275
mypy-boto3-support,2612800
dagster-celery,2610659
mypy-boto3-ram,2610059
mypy-boto3-dlm,2609273
mypy-boto3-mediaconvert,2608654
testscenarios,2608539
mypy-boto3-connect,2607598
mypy-boto3-dax,2605950
circus,2605264
detect-delimiter,2603430
mypy-boto3-servicediscovery,2603220
better-exceptions,2603066
prefect-snowflake,2602122
theano,2602102
jsonalias,2600854
mypy-boto3-bedrock,2600668
fuzzytm,2600166
wikitextparser,2598404
pycosat,2598391
eccodes,2597500
pytest-docker-tools,2596967
pulumi-command,2595900
pyhs2,2595243
solc-select,2594508
aws-msk-iam-sasl-signer-python,2594122
markdown-inline-graphviz-extension,2594049
mypy-boto3-synthetics,2593329
mypy-boto3-sso-oidc,2592823
mypy-boto3-budgets,2592651
quantities,2592312
zope-sqlalchemy,2591372
pdoc3,2590688
py-models-parser,2588519
datarecorder,2588226
torchlibrosa,2587268
mypy-boto3-shield,2586714
agate-excel,2585954
prefect-github,2585078
aws-cdk-aws-dynamodb,2584844
dimod,2584830
hdrpy,2583389
ip2location,2583309
badx12,2582679
nbqa,2582598
langchainplus-sdk,2582574
everett,2582013
mypy-boto3-comprehend,2581334
python-status,2581244
honeybee-energy,2581152
django-deprecate-fields,2580547
csscompressor,2579623
aiohttp-socks,2579535
dagster-celery-k8s,2578987
pykerberos,2578114
aws-cdk-aws-acmpca,2576781
rtfde,2576538
oslo-concurrency,2575985
flask-shell-ipython,2575903
wtforms-json,2574787
opensimplex,2574596
django-crontab,2574418
google-cloud-certificate-manager,2574233
stups-zign,2573763
bitvector,2573129
mypy-boto3-appsync,2572596
mypy-boto3-mq,2572497
mypy-boto3-s3control,2570853
pyliquibase,2570638
pytest-wake,2569661
home-assistant-chip-clusters,2569503
stups-cli-support,2568668
cx-freeze,2568550
mypy-boto3-appmesh,2567201
simpful,2566635
jsonseq,2565723
tensorflow-decision-forests,2564469
mypy-boto3-route53resolver,2564346
google-cloud-dialogflow-cx,2563324
pyworld,2562007
mypy-boto3-emr-containers,2561732
gherkin-official,2561671
mypy-boto3-cloudsearchdomain,2561604
mypy-boto3-ds,2561046
pydantic-openapi-helper,2560532
honeybee-standards,2560275
django-autoslug,2555665
mypy-boto3-acm-pca,2555144
mypy-boto3-cloudsearch,2554865
spandrel-extra-arches,2554672
dgl,2554415
pymediainfo,2554390
mypy-boto3-amplify,2554278
openturns,2552991
mypy-boto3-rekognition,2552582
mypy-boto3-pricing,2550547
growthbook,2550291
click-shell,2550232
ezdxf,2549036
promptflow-tracing,2548284
mkdocs-minify-plugin,2547047
arxiv,2546836
mypy-boto3-polly,2546206
python-vagrant,2545555
janome,2545489
mypy-boto3-meteringmarketplace,2544853
simplekml,2544374
blosc,2544151
remote-pdb,2543215
junos-eznc,2542897
flake8-pep3101,2542304
tf-models-official,2542003
flake8-expression-complexity,2541481
mailchimp3,2540943
mypy-boto3-backup,2540316
bingads,2539413
random-user-agent,2538994
mypy-boto3-directconnect,2538620
opentelemetry-instrumentation-openai,2538501
jinxed,2537388
python-quickbooks,2536418
hvplot,2536221
etelemetry,2535811
mypy-boto3-imagebuilder,2535808
image,2535127
mypy-boto3-scheduler,2534777
mypy-boto3-timestream-query,2533406
mypy-boto3-network-firewall,2533063
autowrapt,2530624
mypy-boto3-medialive,2530574
mypy-boto3-codecommit,2529889
mypy-boto3-neptunedata,2529538
torchsummary,2529220
robotframework-sshlibrary,2527763
mypy-boto3-sdb,2526678
rotary-embedding-torch,2526605
canmatrix,2526543
mypy-boto3-neptune,2525445
mypy-boto3-glacier,2524603
mypy-boto3-comprehendmedical,2524475
language-tool-python,2524335
mypy-boto3-timestream-write,2523773
mypy-boto3-serverlessrepo,2523460
virtualenvwrapper,2523208
extra-streamlit-components,2522293
pulumi-tls,2518659
pywebpush,2517578
files-com,2516450
isbnlib,2516396
mypy-boto3-datasync,2516128
mypy-boto3-compute-optimizer,2515100
mypy-boto3-fsx,2515075
hachoir,2514933
opentelemetry-propagator-ot-trace,2514402
python-logstash-async,2512919
xgcondb,2512543
traits,2509118
filechunkio,2508626
visualdl,2508480
pandas-schema,2507543
mypy-boto3-mediastore,2506124
mypy-boto3-pi,2504148
breadability,2503601
autogluon-common,2503559
mypy-boto3-groundstation,2502745
keplergl,2502674
mypy-boto3-marketplace-catalog,2501977
apache-airflow-providers-presto,2501563
aliyun-python-sdk-r-kvstore,2501462
mypy-boto3-appstream,2500927
mypy-boto3-forecastquery,2500866
jmp,2500614
stim,2500299
mypy-boto3-inspector,2500216
mypy-boto3-mediatailor,2499710
mypy-boto3-iotsecuretunneling,2499384
mypy-boto3-mediaconnect,2497735
amplitude-analytics,2495694
m2r2,2495080
mypy-boto3-outposts,2495035
graphyte,2494966
mypy-boto3-kinesisanalyticsv2,2494938
mypy-boto3-chime,2494670
mypy-boto3-mediapackage,2494349
mypy-boto3-elasticbeanstalk,2494187
mypy-boto3-managedblockchain,2494100
types-enum34,2494023
mypy-boto3-elastictranscoder,2493928
check-wheel-contents,2493024
mypy-boto3-networkmanager,2492684
apache-airflow-providers-apache-beam,2492680
mypy-boto3-pinpoint-email,2492555
mypy-boto3-gamelift,2492304
mypy-boto3-globalaccelerator,2492173
mypy-boto3-health,2491641
mypy-boto3-machinelearning,2491393
mypy-boto3-devicefarm,2491037
mypy-boto3-mediapackage-vod,2490912
mypy-boto3-personalize,2490884
django-grappelli,2490749
msg-parser,2490599
mypy-boto3-fms,2490587
mypy-boto3-discovery,2490344
locust-plugins,2490266
mypy-boto3-cur,2489696
mypy-boto3-mturk,2489537
mypy-boto3-resource-groups,2489329
serverless-wsgi,2488943
mypy-boto3-waf,2488462
mypy-boto3-marketplacecommerceanalytics,2488344
mypy-boto3-personalize-runtime,2488025
cnvrg,2487840
mypy-boto3-qldb,2487741
mypy-boto3-kinesisvideo,2487658
mypy-boto3-lightsail,2487604
esptool,2487399
mypy-boto3-kendra,2486901
mypy-boto3-kinesis-video-media,2486810
mypy-boto3-cloudhsm,2486339
mypy-boto3-forecast,2485434
mypy-boto3-iotevents,2484929
pyaml-env,2484913
mypy-boto3-codestar-notifications,2484508
mypy-boto3-cloudhsmv2,2484329
fuzzysearch,2484181
mypy-boto3-workmail,2483618
mypy-boto3-workmailmessageflow,2483399
flask-pymongo,2483337
pyautogen,2483322
mypy-boto3-cognito-sync,2482886
mypy-boto3-mgh,2482552
mypy-boto3-importexport,2482443
mypy-boto3-greengrass,2482351
mypy-boto3-mediastore-data,2482246
mypy-boto3-kinesis-video-archived-media,2482116
mypy-boto3-storagegateway,2482006
mypy-boto3-license-manager,2481934
pyspin,2481269
aiohttp-jinja2,2480512
mypy-boto3-application-insights,2479996
mypy-boto3-elastic-inference,2479274
mypy-boto3-datapipeline,2479226
mypy-boto3-connectparticipant,2479196
mypy-boto3-snowball,2479119
mypy-boto3-opsworkscm,2479007
mypy-boto3-workdocs,2478707
cdktf,2478634
mypy-boto3-waf-regional,2478067
