project_name,num_downloads
django-simple-history,15174054
pyclipper,15140333
dbt-redshift,15138599
soda-core,15133146
dockerfile-parse,15123871
sasl,15111406
django-ipware,15101135
conan,15094799
findpython,15092242
azureml-dataset-runtime,15087584
types-pygments,15039050
jsonpath-rw,15033306
mypy-boto3-iam,15029417
python-hcl2,14998585
premailer,14979898
verboselogs,14955850
ecs-logging,14953565
dockerpty,14936768
pdm,14876869
hubspot-api-client,14856997
requests-auth-aws-sigv4,14833384
ultralytics-thop,14797100
dataclasses-avroschema,14794367
ansi2html,14783639
flask-bcrypt,14772908
bc-detect-secrets,14771616
aio-pika,14749557
itemloaders,14733779
socksio,14728880
flexparser,14723825
jsonpath-python,14705046
selenium-wire,14666540
dbl-tempo,14644343
flexcache,14598691
aiormq,14594396
joserfc,14580321
ansicolors,14576878
googlemaps,14564189
odfpy,14557592
ydata-profiling,14520105
daphne,14517881
azureml-telemetry,14470990
microsoft-kiota-serialization-json,14442434
dep-logic,14438174
sphinx-argparse,14402445
respx,14388997
aws-encryption-sdk,14386042
std-uritemplate,14382635
presto-python-client,14318084
flask-compress,14315189
pytest-subtests,14304878
tensorflow-intel,14303472
gitdb2,14301180
rfc3987,14288218
pyquaternion,14282513
opentelemetry-sdk-extension-aws,14277195
github3-py,14275768
pybloom-live,14269595
python-can,14255776
google-analytics-data,14246856
geoalchemy2,14237792
pyvirtualdisplay,14233654
elementary-data,14229275
icalendar,14228105
openxlab,14213534
bottleneck,14209087
icdiff,14195270
social-auth-app-django,14177744
sphinxcontrib-mermaid,14174729
sanic-routing,14169202
dbt-spark,14156113
prefect-aws,14154444
country-converter,14153758
palettable,14153610
github-heatmap,14128630
mediapipe,14122876
tensorboard-plugin-profile,14105316
sshpubkeys,14101022
raven,14034500
k8,14030548
zigpy,14026291
glob2,14011803
onnxconverter-common,13989254
artifacts-keyring,13965983
mypy-boto3-ecr,13959082
lifelines,13883795
jieba,13874052
types-html5lib,13851988
s3cmd,13839699
types-psycopg2,13828637
types-python-slugify,13796874
flask-socketio,13771628
tables,13755681
spdx-tools,13739120
xhtml2pdf,13730567
optimum,13719175
segment-analytics-python,13714270
hypercorn,13687078
aws-sam-cli,13680714
opentelemetry-instrumentation-httpx,13671904
towncrier,13652915
google-cloud-trace,13645214
user-agent,13632298
petl,13628401
autopage,13622955
linecache2,13612331
future-fstrings,13599972
mypy-boto3-kinesis,13585732
bc-python-hcl2,13584059
pydevd,13577766
blessings,13559487
asteval,13554779
flake8-polyfill,13546456
pipelinewise-singer-python,13542171
intervaltree,13532284
pytest-icdiff,13508103
aws-secretsmanager-caching,13495878
typish,13447666
traceback2,13408613
intelhex,13384944
mypy-boto3-ssm,13367466
django-js-asset,13357535
webdataset,13354532
oci,13329921
mypy-boto3-stepfunctions,13325248
nose2,13279516
poethepoet,13263479
svglib,13257775
oyaml,13251833
starlette-exporter,13241012
clarabel,13238034
sse-starlette,13236551
arabic-reshaper,13223579
property-manager,13219769
numcodecs,13212691
strawberry-graphql,13211528
dash-bootstrap-components,13192011
hishel,13187380
aiomultiprocess,13175500
ddt,13173291
tensorflow-addons,13113747
pycep-parser,13102467
dogpile-cache,13090357
urwid,13076169
phik,13059376
types-ujson,13058439
piexif,13050491
python-xlib,13047345
subprocess32,13038488
dbt-databricks,13038271
pygtrie,13026978
jsonconversion,13011625
jinja2-time,13001517
dagster-pipes,12997969
skl2onnx,12985477
contextvars,12973924
annoy,12919940
patch-ng,12912405
pulsar-client,12910875
nested-lookup,12907233
llama-index-indices-managed-llama-cloud,12879755
types-psutil,12870786
jinja2-simple-tags,12850470
descartes,12829566
aws-lambda-builders,12815780
dvc-render,12814209
pytest-aiohttp,12811567
aiocache,12798589
crccheck,12788698
requests-kerberos,12750245
codecov,12741909
fastprogress,12741649
jsonmerge,12729224
cachy,12725576
undetected-chromedriver,12702287
elastic-apm,12695325
clang-format,12684287
sgqlc,12681349
aws-cdk-aws-lambda-python-alpha,12670903
gcs-oauth2-boto-plugin,12667812
troposphere,12666546
rouge-score,12661638
requests-html,12642639
httmock,12634469
policy-sentry,12630940
aiostream,12626400
bc-jsonpath-ng,12626204
tecton,12611101
zarr,12586105
pyunormalize,12575324
gviz-api,12565738
apache-airflow-providers-dbt-cloud,12565645
c7n-org,12564952
alive-progress,12540301
soda-core-spark-df,12491521
pyglove,12491513
colorclass,12475682
livereload,12432415
microsoft-kiota-serialization-text,12425510
sphinx-autobuild,12409700
backports-cached-property,12398290
cloudsplaining,12392629
dataproperty,12335542
tzfpy,12319386
soda-core-spark,12312784
oslo-utils,12287600
watchgod,12268928
slack-bolt,12259811
bumpversion,12238234
impyla,12234078
pretty-html-table,12231645
pybytebuffer,12196612
clu,12196589
sqlglotrs,12186866
sqlfluff-templater-dbt,12181259
restrictedpython,12161335
bazel-runfiles,12147787
html-testrunner,12145098
blosc2,12129925
pbs-installer,12120336
logzero,12118572
pytest-socket,12113034
transaction,12111366
tcolorpy,12105703
pytest-dotenv,12098795
about-time,12093416
singer-python,12058123
mypy-boto3-apigateway,12045807
pytest-httpserver,12020170
pyvmomi,11997647
ulid-py,11988294
flake8-builtins,11973097
credstash,11939812
shellescape,11927265
tempora,11921749
easydict,11918953
mangum,11910681
llama-index-llms-openai,11889794
auth0-python,11886391
apache-airflow-providers-jdbc,11837002
retry2,11826340
paste,11818971
django-oauth-toolkit,11808178
facexlib,11807333
panel,11778938
cmaes,11775878
types-freezegun,11753361
iterative-telemetry,11752158
ebcdic,11732961
speechrecognition,11713580
betterproto,11706997
quantlib,11706135
peppercorn,11694803
ptpython,11694742
kaitaistruct,11692655
python-iso639,11684859
xarray-einstats,11683677
clikit,11672828
ip3country,11664187
jaraco-text,11652022
tabledata,11650859
channels-redis,11639040
djangorestframework-stubs,11589386
pynumdiff,11587800
tdqm,11581871
sphinx-basic-ng,11571910
checkdigit,11568104
insight-cli,11547300
ibm-cloud-sdk-core,11521569
jupytext,11510298
y-py,11489726
latexcodec,11463078
pytablewriter,11460527
dirtyjson,11445178
flatten-dict,11432254
mss,11423953
certbot-dns-cloudflare,11421162
strict-rfc3339,11420070
guppy3,11409691
ndjson,11408075
dateformat,11382063
probableparsing,11371001
dagster-spark,11362667
types-markupsafe,11361233
jupyter-ydoc,11357525
tensorflow-cpu,11339415
types-beautifulsoup4,11331687
xmod,11315144
rope,11308368
xattr,11291788
pygobject,11276594
gcovr,11275685
pybtex,11259961
editor,11258987
scikit-build,11218104
newrelic-telemetry-sdk,11209995
autocommand,11208030
lunardate,11184623
ibm-db,11182993
types-jinja2,11180188
unittest2,11171910
pathtools,11160420
asgi-lifespan,11151312
objgraph,11150225
numpydoc,11147303
grimp,11143589
msoffcrypto-tool,11139255
pytest-assume,11131767
python-lsp-jsonrpc,11124188
jupyter-server-fileid,11120231
runs,11116027
wmi,11115244
hashids,11105969
dm-env,11097126
flask-admin,11096873
python-keycloak,11087697
oslo-config,11074039
aiogram,11065300
pdm-backend,11060021
ansiwrap,11051734
usaddress,11040695
keystoneauth1,11037256
zenpy,11030977
textwrap3,11023798
naked,11009416
seleniumbase,11001965
pyhanko-certvalidator,10994273
inflector,10971962
sphinxcontrib-spelling,10970040
pyserial-asyncio,10969725
youtube-transcript-api,10967594
dagster-graphql,10967416
bz2file,10964734
vulture,10956586
temporalio,10945467
jaraco-collections,10938802
airbyte-api,10927259
cherrypy,10919080
pip-requirements-parser,10906339
torchtext,10893138
jupyter-server-ydoc,10884368
seqio,10869265
jsons,10851875
smmap2,10813186
mypy-boto3-xray,10811004
html-text,10806010
treelib,10792299
types-aiobotocore,10788432
azureml-pipeline-core,10776263
argparse-addons,10774035
supervision,10768415
mypy-boto3-signer,10756037
opencensus-ext-requests,10754982
mypy-boto3-schemas,10751535
wand,10750389
scikit-optimize,10722266
flake8-black,10716958
types-retry,10714884
django-countries,10706805
gpustat,10700044
tracerite,10699801
flask-mail,10693730
colored,10691383
striprtf,10690891
fugue,10686166
singleton-decorator,10661432
giturlparse,10637654
ypy-websocket,10609454
tbb,10602816
accessible-pygments,10602309
versioneer,10601333
html5tagger,10592096
port-for,10587234
google-cloud-discoveryengine,10566994
rpyc,10545277
rfc3339,10533662
types-tqdm,10528603
pymongo-auth-aws,10526793
mockito,10507816
oslo-i18n,10505516
django-otp,10494066
btrees,10468239
janus,10453210
pathlib-mate,10444329
pysmi,10429992
types-decorator,10422634
random-password-generator,10408866
triad,10399028
azureml-train-core,10394704
statsig,10394297
google-reauth,10387774
yarg,10386563
mypy-boto3-events,10382612
rlax,10364231
spinners,10346911
log-symbols,10343980
nbsphinx,10339977
pysmb,10334657
portend,10326134
awkward-cpp,10324559
apache-airflow-providers-microsoft-azure,10318573
mltable,10313610
signxml,10304765
llama-index-readers-file,10277737
sampleproject,10276698
recommonmark,10269472
langchain-experimental,10258041
aiorwlock,10250754
editorconfig,10239858
kornia-rs,10220713
open3d,10215678
azure-ai-formrecognizer,10208971
pyahocorasick,10201616
shrub-py,10189014
arpeggio,10165878
pillow-heif,10128369
dagster-aws,10119443
flit,10108562
importlab,10099578
types-click,10098677
circuitbreaker,10087545
persistent,10078904
langgraph,10077340
zipfile38,10077072
flatdict,10071203
zope-proxy,10049865
coolname,10030124
apache-airflow-providers-mongo,10019685
llama-index-readers-llama-parse,10016289
textparser,10012322
llama-index-agent-openai,10010289
tinydb,10000644
hnswlib,9995264
tangled-up-in-unicode,9992785
simplegeneric,9982192
jiwer,9979891
pytest-dependency,9971064
tensorflow-model-optimization,9958416
collections-extended,9936933
pymisp,9936652
boto3-stubs-lite,9917867
oslo-serialization,9911884
sphinx-tabs,9903569
httpretty,9896864
func-timeout,9895504
flake8-pyproject,9888840
pymilvus,9868118
phonenumberslite,9863894
pipreqs,9854688
dbus-fast,9853964
adagio,9841228
avro-gen,9835840
nibabel,9829534
doit,9825150
sktime,9813197
flask-marshmallow,9803610
autograd-gamma,9799402
flake8-quotes,9791394
pyscreeze,9790672
param,9788616
zthreading,9761034
dagster-postgres,9757030
roman,9750614
graphlib-backport,9733792
django-silk,9732881
grpc-stubs,9732758
attrdict,9727555
azureml-automl-core,9724677
azureml-train-restclients-hyperdrive,9723534
flake8-print,9705677
torchdiffeq,9695192
fastapi-utils,9679393
zope-deferredimport,9672039
docx2txt,9657023
ydb,9646325
enrich,9645357
quart,9627748
pysnmp,9620389
clang,9620052
types-pyserial,9594085
bson,9585273
gotrue,9582509
plyvel,9581145
mleap,9573223
rstr,9569380
ml-collections,9546194
clean-fid,9540225
numpy-financial,9539292
mirakuru,9535526
supabase,9524523
crypto,9521991
django-csp,9514436
buildkite-test-collector,9509444
flask-talisman,9507702
breathe,9505746
molecule,9465940
textdistance,9451151
polling2,9439841
stdlib-list,9419524
realtime,9400568
postgrest,9396718
easyprocess,9373853
pyairtable,9373225
tableau-api-lib,9369962
jsbeautifier,9368920
azureml-train-automl-client,9355940
install,9352647
workalendar,9326182
azureml-contrib-services,9324683
livy,9322257
qudida,9315103
swifter,9315032
pytube,9307327
python-memcached,9306890
debtcollector,9305718
llama-index-embeddings-openai,9287917
safety-schemas,9275381
opentelemetry-exporter-gcp-trace,9271479
line-profiler,9270098
mando,9267498
supafunc,9266478
testtools,9258641
brotlipy,9256458
cibuildwheel,9241028
django-taggit,9239767
crc32c,9236401
datacompy,9235118
pyxdg,9234915
databases,9223576
shyaml,9199787
radon,9195074
gnureadline,9191695
nameparser,9184948
fusepy,9150009
aiosmtplib,9144510
asyncache,9138536
pyautogui,9136201
eradicate,9134461
storage3,9126171
distribute,9123781
aiomysql,9123136
mypy-boto3-appconfig,9115147
fastapi-pagination,9107131
pytest-freezegun,9100890
backports-entry-points-selectable,9097901
awkward,9096640
prospector,9095173
roundrobin,9086715
git-remote-codecommit,9081865
azureml-pipeline-steps,9079863
apache-airflow-providers-odbc,9068456
setuptools-scm-git-archive,9064143
flake8-eradicate,9063206
pysaml2,9051090
dpkt,9048423
gymnasium,9015335
msgraph-sdk,9014623
llama-index-program-openai,9005150
fvcore,9001830
pyspark-dist-explore,9001766
types-colorama,8983846
pyglet,8976635
nulltype,8975378
opentelemetry-resourcedetector-gcp,8969304
tfx-bsl,8967938
progress,8936480
python-ulid,8935183
python-miio,8931070
gssapi,8923991
libsass,8919095
llama-index-multi-modal-llms-openai,8914172
lupa,8899816
llama-index-cli,8898755
pysbd,8897084
opentelemetry-instrumentation-sqlite3,8893000
geocoder,8885688
pyupgrade,8876697
azureml-pipeline,8871792
google-cloud-pipeline-components,8869819
mecab-python3,8858164
cheetah3,8853850
pip-api,8852708
pymatgen,8835781
django-prometheus,8835007
pytweening,8831497
python-baseconv,8828558
ccxt,8812936
opentelemetry-instrumentation-aws-lambda,8811559
sparse,8800593
jinjasql,8799212
jenkinsapi,8794736
ctranslate2,8789712
jsonargparse,8784651
rjsmin,8782802
django-health-check,8778557
django-cleanup,8768636
natto-py,8763751
django-widget-tweaks,8757037
rembg,8753660
transitions,8753174
okta,8751879
functools32,8750279
statsforecast,8749137
sphinxcontrib-httpdomain,8745166
h5netcdf,8730549
flake8-import-order,8727508
quinn,8724376
django-picklefield,8712757
fasttext-langdetect,8706816
opencv-contrib-python-headless,8706404
pygetwindow,8705560
python-certifi-win32,8701709
opentelemetry-instrumentation-jinja2,8693166
pysimdjson,8684356
curl-cffi,8683759
pyshp,8681525
zodbpickle,8679254
jaxtyping,8676098
os-service-types,8675334
stepfunctions,8656393
pyrect,8653727
azureml-sdk,8652899
retry-decorator,8647125
halo,8640506
pluginbase,8618346
libretranslatepy,8608499
apache-airflow-providers-salesforce,8596347
types-aiobotocore-s3,8591283
rpaframework-core,8580157
pymatting,8569963
zope-hookable,8569536
zope-component,8568687
envyaml,8560987
logz,8557162
ratelim,8544650
llama-index-question-gen-openai,8541268
openstacksdk,8540334
pydicom,8533457
mypy-boto3-sns,8529202
torch-model-archiver,8529165
pypsrp,8528532
translate,8520088
seqio-nightly,8512051
model-bakery,8511164
untokenize,8510897
netsuitesdk,8503824
django-anymail,8499460
selectolax,8498653
icecream,8498085
zconfig,8498022
zodb,8475775
sqllineage,8473058
hstspreload,8467908
azureml-defaults,8456409
pyjsparser,8439908
yarn-api-client,8436715
apache-airflow-providers-celery,8435197
morefs,8422997
prometheus-api-client,8420791
argh,8415683
update-checker,8407919
msgpack-python,8396802
import-linter,8391686
pyrate-limiter,8390304
azureml-inference-server-http,8379748
mouseinfo,8377043
grapheme,8373955
pymsgbox,8360120
google-cloud-artifact-registry,8358269
python-graphql-client,8355732
imblearn,8337673
sagemaker-mlflow,8313981
llama-index-legacy,8311439
aws-cdk-cloud-assembly-schema,8305970
starlette-context,8303941
pytest-parallel,8303480
puremagic,8294139
tensorflowonspark,8292696
cchardet,8289568
backports-datetime-fromisoformat,8282560
pyu2f,8277695
gevent-websocket,8269529
rpaframework,8266462
drf-nested-routers,8250907
mypy-boto3-ecs,8238474
xlutils,8234033
pykakasi,8231935
nanoid,8228958
asgi-correlation-id,8222727
resize-right,8222081
shiboken6,8218863
tyro,8212389
property-cached,8202530
flask-basicauth,8197565
backports-shutil-get-terminal-size,8197143
docformatter,8186117
snowflake,8180791
dotmap,8179627
dagster-webserver,8177934
pyvis,8154808
pyside6,8154461
justext,8150030
arch,8145228
pylru,8143344
pyside6-essentials,8141919
mkl,8141283
pydruid,8130983
decli,8128331
josepy,8126408
dotnetcore2,8115184
datadog-logger,8090384
gs-quant,8086901
openapi-schema-pydantic,8080262
simple-parsing,8076450
pyston,8069140
nptyping,8064142
pyorc,8055657
polyline,8051282
pyston-autoload,8045954
pyopengl,8035621
rcssmin,8033065
backports-csv,8022620
pantab,8012145
pyod,7997321
dirac,7983228
ldaptor,7983004
keyrings-alt,7982754
langchain-google-community,7981446
python-ipware,7974739
cloudscraper,7971630
ruptures,7968584
pykmip,7966794
slacker,7965666
looseversion,7960950
python-string-utils,7952105
trafilatura,7947958
pyobjc-core,7944739
dateutils,7939272
darglint,7929232
pyenchant,7918871
intel-openmp,7916570
mlxtend,7910247
prefect-gcp,7899584
hdbscan,7898770
colorcet,7894696
azureml-designer-serving,7889225
tensorflow-transform,7875513
schwifty,7872170
xmodem,7871111
parver,7860783
django-mptt,7855370
hatch-requirements-txt,7852459
types-termcolor,7846982
ocspbuilder,7845367
spark-sklearn,7840188
markuppy,7835987
swagger-spec-validator,7818436
python3-logstash,7806295
ocspresponder,7804107
google-cloud-error-reporting,7803603
pyside6-addons,7777976
pytoolconfig,7774630
curatorbin,7773015
asciitree,7769475
types-chardet,7766690
crayons,7761594
exchange-calendars,7754243
apache-airflow-providers-pagerduty,7750852
executor,7743422
cloudant,7738845
django-formtools,7737283
detect-secrets,7708969
pytest-flask,7703611
ndindex,7702722
sparqlwrapper,7699084
proxy-protocol,7685737
wurlitzer,7684212
tk,7659853
mypy-boto3-kms,7655912
fixtures,7652717
suds-community,7651206
aiolimiter,7647693
awslambdaric,7641462
dlt,7633433
gpiozero,7632842
eyes-selenium,7631067
scikit-base,7625886
azure-mgmt-resourcegraph,7623463
delta,7623404
sphinxcontrib-websupport,7623194
suds-jurko,7622610
pytest-postgresql,7609996
sqlalchemy-stubs,7607308
eyes-common,7606774
pytest-azurepipelines,7602085
flake8-debugger,7599160
splunk-sdk,7589926
spandrel,7585957
publish-event-sns,7583499
courlan,7578957
django-ses,7577100
pyrtf3,7575796
metaflow,7567996
streamerate,7566664
throttlex,7561297
frictionless,7556533
domdf-python-tools,7554136
pylance,7551496
tsx,7548356
farama-notifications,7542932
sparkorm,7539461
rpaframework-pdf,7520707
python-logging-loki,7510085
pytorch-metric-learning,7504291
python-fsutil,7499237
inference-schema,7496189
uplink,7491595
htpasswd,7486921
numdifftools,7485169
backports-strenum,7483452
requests-oauth,7471902
commitizen,7471297
python-on-whales,7462653
decopatch,7457716
anybadge,7450736
publicsuffixlist,7446069
django-compressor,7439953
typing-utils,7436749
kr8s,7432886
tbats,7424590
evergreen-lint,7422277
arnparse,7409617
opentelemetry-instrumentation-celery,7406478
algoliasearch,7402890
clickhouse-sqlalchemy,7397962
core-universal,7393295
a2wsgi,7388510
clipboard,7372915
pytelegrambotapi,7367147
imutils,7363902
ratelimiter,7362793
pyapacheatlas,7352867
frida,7347708
validate-email,7331771
macholib,7321624
scons,7321021
freetype-py,7316616
p4python,7308979
pythonnet,7301927
apache-airflow-providers-tableau,7300563
graphitesend,7299987
lmfit,7293922
vtk,7281276
webrtcvad-wheels,7275648
sphinx-book-theme,7274610
pip-audit,7274092
pyviz-comms,7272084
opentelemetry-propagator-b3,7269369
langchain-aws,7265615
python-keystoneclient,7264512
autofaker,7247699
suds-py3,7246297
langfuse,7219151
jinja2-cli,7176648
requests-pkcs12,7175008
htmldocx,7170829
chameleon,7160787
apache-airflow-providers-apache-spark,7156735
logzio-python-handler,7152152
graphene-django,7143936
spacy-wordnet,7142697
pyscaffold,7138272
mpi4py,7132827
python-jsonpath,7129059
requestsexceptions,7116969
pyawscron,7116025
pre-commit-hooks,7101100
datadog-lambda,7090349
googletrans,7054830
ajsonrpc,7054310
apsw,7050143
astral,7050033
databricks-feature-store,7047487
pandas-market-calendars,7047460
colorzero,7045014
flask-oidc,7044762
marko,7044525
publicsuffix2,7041898
segment-anything,7031338
extras,7023567
pytest-lazy-fixture,7018856
dvc,7011217
json-repair,7005598
gender-guesser,6997551
awacs,6995046
ping3,6994750
apache-airflow-providers-oracle,6981430
gtts,6966022
stomp-py,6959767
django-ratelimit,6956716
pip-licenses,6941428
pytest-mypy,6934742
win32-setctime,6930425
plaid-python,6928168
jsonfield,6924944
zha-quirks,6919770
schematics,6909996
pythran-openblas,6900372
inquirerpy,6898417
pytest-snapshot,6894555
trl,6887031
bellows,6886288
openlineage-airflow,6883366
zigpy-deconz,6881585
zope-i18nmessageid,6880955
config,6880922
sphinxcontrib-bibtex,6875982
java-manifest,6874217
mkdocs-git-revision-date-localized-plugin,6871962
graypy,6866836
zigpy-znp,6851748
zigpy-xbee,6846670
yattag,6842445
mypy-boto3-sagemaker,6836467
language-tags,6826174
restructuredtext-lint,6823331
devtools,6820957
mxnet,6809529
pfzy,6806592
jstyleson,6806396
kconfiglib,6804409
dotty-dict,6787688
mmcif,6787246
mlserver,6784234
shopifyapi,6784041
google-cloud-iam,6781291
lucopy,6777623
clr-loader,6773551
pymc3,6772327
minidump,6768335
awscliv2,6765275
pyvim,6764698
splunk-handler,6755118
opentelemetry-exporter-jaeger-thrift,6753400
dict2xml,6750271
json-cfg,6748370
python-geohash,6747088
snowflake-core,6742809
httpstan,6717964
pusher,6709411
xmljson,6707295
versioneer-518,6705173
pandas-profiling,6704812
selinux,6695264
robocorp-storage,6691395
wmctrl,6688753
cvxopt,6688069
nats-py,6686521
fancycompleter,6682378
albucore,6676983
regress,6676005
gfpgan,6671216
pyactiveresource,6671168
pandas-datareader,6669052
python-benedict,6667461
robotframework-seleniumtestability,6658266
confuse,6653941
simplefix,6653683
rpy2,6650988
apipkg,6645629
acquisition,6645186
pyjarowinkler,6639926
eralchemy2,6636150
fcm-django,6635614
opencensus-ext-threading,6635173
anyconfig,6631749
accesscontrol,6625485
types-werkzeug,6617528
cuda-python,6615753
zope-schema,6615483
torchdata,6612110
json-logging,6607474
openvino,6604015
xdoctest,6599703
django-waffle,6593703
litestar,6586470
pdbpp,6582719
opentelemetry-instrumentation-asyncpg,6577776
scenedetect,6576972
azure-eventhub-checkpointstoreblob-aio,6576428
lpips,6576249
alexapy,6569701
structlog-sentry,6566807
backports-ssl-match-hostname,6564241
hmsclient,6547099
parliament,6544750
marshmallow-jsonschema,6544746
presidio-analyzer,6525024
java-access-bridge-wrapper,6523785
apache-airflow-providers-datadog,6520957
kedro,6503621
coremltools,6499643
cvdupdate,6497044
basicsr,6494214
pytype,6492985
docker-image-py,6489328
types-futures,6479288
django-treebeard,6474834
dagster-cloud,6470919
west,6464776
lkml,6464308
jupyter-nbextensions-configurator,6463194
types-tzlocal,6459930
flaml,6459909
schemdraw,6458771
langchain-anthropic,6447449
tinysegmenter,6447241
darkdetect,6444287
imapclient,6432999
deprecat,6430544
jupyter-packaging,6427431
leb128,6402879
patool,6400483
pybtex-docutils,6398264
sharepy,6395442
pyminizip,6392582
json2html,6375550
faster-whisper,6368987
pytest-celery,6365120
pytest-clarity,6359648
utilsforecast,6356233
jinja2-humanize-extension,6355521
pynose,6347090
flasgger,6346131
pyroute2,6340206
theano-pymc,6329311
django-polymorphic,6326508
importlib,6326071
extract-msg,6318870
django-webpack-loader,6315735
simple-gcp-object-downloader,6314936
opentelemetry-exporter-jaeger-proto-grpc,6310427
jupyter-highlight-selected-word,6305398
holoviews,6304350
vllm,6302957
mypy-boto3-logs,6286761
tomesd,6286110
dagster-k8s,6285333
asyncclick,6284561
python-gettext,6284171
jsmin,6283353
pynput-robocorp-fork,6277265
asynch,6272671
flake8-bandit,6271177
formic2,6264107
discord,6260800
zope-tal,6257143
fbprophet,6244939
pytest-factoryboy,6242300
neptune-client,6241204
blendmodes,6241109
python-barcode,6240858
mmhash3,6239511
mysql,6236005
beautifulsoup,6232965
assertpy,6227921
numpy-quaternion,6223791
whoosh,6220490
sparkmeasure,6218708
heapdict,6213171
zope-security,6202574
codetiming,6201772
utm,6201148
mwparserfromhell,6184706
mapbox-earcut,6182698
deepspeed,6182142
async-property,6175303
pynput,6168566
pyvisa,6164889
sgp4,6164707
newspaper3k,6157030
django-admin-rangefilter,6156477
crispy-bootstrap5,6156408
pinecone-plugin-interface,6154974
pytest-deadfixtures,6137733
flake8-broken-line,6130122
z3-solver,6127774
zipfile36,6122776
flask-testing,6122692
zope-exceptions,6122269
types-boto,6114323
textfsm,6109258
symengine,6102153
traittypes,6099210
mypy-boto3-elbv2,6089859
interegular,6080061
dataclass-wizard,6079607
sqlitedict,6068054
textstat,6059343
spanishconjugator,6058712
djlint,6054271
jinja2-pluralize,6045170
pyte,6040486
django-axes,6038509
protoc-gen-openapiv2,6031761
apache-airflow-providers-redis,6016025
extensionclass,6015910
cartoframes,6010437
openvino-telemetry,6008946
jsonpath-rw-ext,6000816
zope-configuration,5998109
bezier,5995940
azureml-featurestore,5991107
aws-cdk-aws-glue-alpha,5989731
carto,5989214
biscuit-python,5984761
rarfile,5984619
django-ckeditor,5974266
orbax,5968446
types-pkg-resources,5966626
pytest-cases,5966248
pyrestcli,5958412
opentelemetry-instrumentation-pymongo,5955210
opentelemetry-instrumentation-starlette,5947520
opentelemetry-instrumentation-system-metrics,5941251
flake8-tidy-imports,5938301
pynvim,5938219
google-cloud-ndb,5937343
apache-airflow-providers-airbyte,5935065
junit2html,5927046
ntplib,5926900
jplephem,5926724
flufl-lock,5926075
zope-container,5925193
zope-i18n,5919128
pyobjc-framework-quartz,5915990
myst-nb,5914321
zope-testing,5912003
zope-publisher,5910795
flake8-plugin-utils,5909890
elasticsearch-dbapi,5906772
zope-location,5904441
openshift,5900136
gnupg,5900021
zope-lifecycleevent,5888148
pismosendlogs,5881718
zope-contenttype,5877990
pydrive2,5876396
apache-airflow-providers-atlassian-jira,5874802
zope-browser,5866141
pydeprecate,5864697
flask-swagger,5864224
instructor,5863050
azure-mgmt-hybridcompute,5858346
pdbp,5856203
blackduck,5848415
mimesis,5844927
youtube-dl,5843077
imgaug,5840352
pyyaml-include,5838341
persistence,5838100
azure-cli-nspkg,5835999
pytest-flake8,5817694
fairscale,5814455
rangehttpserver,5813693
python-frontmatter,5811017
pysimplegui,5810836
mammoth,5809783
imagecodecs,5809775
authcaptureproxy,5809318
policyuniverse,5808370
mypy-boto3-emr,5804918
progressbar,5799000
types-stripe,5797639
acme,5796747
kivy,5789254
tensorflow-gcs-config,5783295
mypy-boto3-cloudwatch,5779811
pinecone-plugin-inference,5778278
outlines,5778195
mypy-boto3-lakeformation,5777442
mypy-boto3-ses,5775573
gcloud,5773352
tox-gh-actions,5763181
tmtools,5762620
tabcompleter,5761134
python-logstash,5753915
krb5,5752469
zope-dottedname,5749072
backports-abc,5740031
django-reversion,5737264
types-flask,5736848
pattern,5728590
zope-cachedescriptors,5723557
html-tag-names,5718376
llama-cloud,5716650
html-void-elements,5716407
parsley,5706207
zope-traversing,5704136
google-cloud-os-config,5701404
comet-ml,5700206
camel-converter,5700072
zope-size,5698753
pypinyin,5694198
pytest-testinfra,5688457
zope-site,5683286
gputil,5676741
yellowbrick,5676656
sphinx-jinja,5674638
snowplow-tracker,5673000
salesforce-fuelsdk,5671942
lief,5668288
pyspellchecker,5664364
wsgiproxy2,5655237
zope-annotation,5650097
zope-filerepresentation,5646110
pytest-watch,5642838
netmiko,5641061
zope-processlifetime,5640969
us,5640066
zope-datetime,5634920
dvc-data,5628867
simple-ddl-parser,5626770
mdx-truly-sane-lists,5621157
luigi,5618836
pyomo,5614004
lightfm,5609414
asyncstdlib,5607510
googleads,5602227
pylint-pydantic,5601618
types-bleach,5600328
stopit,5594540
zope-pagetemplate,5592128
fs-s3fs,5591707
zope,5584033
zope-tales,5583692
psygnal,5583096
zexceptions,5580596
ibm-platform-services,5577823
pyobjc-framework-cocoa,5575316
pybase62,5574892
fastrlock,5571728
pydantic-yaml,5569274
ollama,5568871
cobble,5568013
sqlalchemy-hana,5566700
documenttemplate,5565781
zope-contentprovider,5564404
mechanize,5564012
opentelemetry-exporter-jaeger,5563030
zope-testbrowser,5562190
zope-browserresource,5560214
zope-browserpage,5559051
cursor,5556319
opentelemetry-instrumentation-pika,5555879
geckodriver-autoinstaller,5551835
snowflake-legacy,5548101
readthedocs-sphinx-ext,5545945
ansible-base,5541941
xsdata,5538792
readerwriterlock,5530760
httpie,5526894
authencoding,5519114
groq,5518776
zope-viewlet,5516763
aiopg,5516342
azure-messaging-webpubsubservice,5513597
zipfile-deflate64,5513590
djangorestframework-jwt,5512794
z3c-pt,5511707
localstack-core,5509109
biotite,5505026
